great_area,ano,qtde,color
Agrarian Sciences,1966,3,"#F65582"
Agrarian Sciences,1967,0,"#F65582"
Agrarian Sciences,1968,0,"#F65582"
Agrarian Sciences,1969,0,"#F65582"
Agrarian Sciences,1970,1,"#F65582"
Agrarian Sciences,1971,0,"#F65582"
Agrarian Sciences,1972,1,"#F65582"
Agrarian Sciences,1973,3,"#F65582"
Agrarian Sciences,1974,7,"#F65582"
Agrarian Sciences,1975,4,"#F65582"
Agrarian Sciences,1976,5,"#F65582"
Agrarian Sciences,1977,9,"#F65582"
Agrarian Sciences,1978,14,"#F65582"
Agrarian Sciences,1979,25,"#F65582"
Agrarian Sciences,1980,16,"#F65582"
Agrarian Sciences,1981,11,"#F65582"
Agrarian Sciences,1982,28,"#F65582"
Agrarian Sciences,1983,28,"#F65582"
Agrarian Sciences,1984,19,"#F65582"
Agrarian Sciences,1985,16,"#F65582"
Agrarian Sciences,1986,35,"#F65582"
Agrarian Sciences,1987,25,"#F65582"
Agrarian Sciences,1988,43,"#F65582"
Agrarian Sciences,1989,49,"#F65582"
Agrarian Sciences,1990,44,"#F65582"
Agrarian Sciences,1991,66,"#F65582"
Agrarian Sciences,1992,53,"#F65582"
Agrarian Sciences,1993,66,"#F65582"
Agrarian Sciences,1994,89,"#F65582"
Agrarian Sciences,1995,108,"#F65582"
Agrarian Sciences,1996,133,"#F65582"
Agrarian Sciences,1997,167,"#F65582"
Agrarian Sciences,1998,237,"#F65582"
Agrarian Sciences,1999,300,"#F65582"
Agrarian Sciences,2000,352,"#F65582"
Agrarian Sciences,2001,363,"#F65582"
Agrarian Sciences,2002,515,"#F65582"
Agrarian Sciences,2003,469,"#F65582"
Agrarian Sciences,2004,541,"#F65582"
Agrarian Sciences,2005,692,"#F65582"
Agrarian Sciences,2006,733,"#F65582"
Agrarian Sciences,2007,902,"#F65582"
Agrarian Sciences,2008,1011,"#F65582"
Agrarian Sciences,2009,1146,"#F65582"
Agrarian Sciences,2010,1171,"#F65582"
Agrarian Sciences,2011,1332,"#F65582"
Agrarian Sciences,2012,1516,"#F65582"
Agrarian Sciences,2013,1669,"#F65582"
Agrarian Sciences,2014,1745,"#F65582"
Agrarian Sciences,2015,1833,"#F65582"
Agrarian Sciences,2016,1883,"#F65582"
Agrarian Sciences,2017,1776,"#F65582"
Applied and Social Sciences,1968,1,"#F88B16"
Applied and Social Sciences,1969,0,"#F88B16"
Applied and Social Sciences,1970,0,"#F88B16"
Applied and Social Sciences,1971,0,"#F88B16"
Applied and Social Sciences,1972,0,"#F88B16"
Applied and Social Sciences,1973,1,"#F88B16"
Applied and Social Sciences,1974,0,"#F88B16"
Applied and Social Sciences,1975,0,"#F88B16"
Applied and Social Sciences,1976,0,"#F88B16"
Applied and Social Sciences,1977,1,"#F88B16"
Applied and Social Sciences,1978,2,"#F88B16"
Applied and Social Sciences,1979,2,"#F88B16"
Applied and Social Sciences,1980,2,"#F88B16"
Applied and Social Sciences,1981,3,"#F88B16"
Applied and Social Sciences,1982,4,"#F88B16"
Applied and Social Sciences,1983,1,"#F88B16"
Applied and Social Sciences,1984,1,"#F88B16"
Applied and Social Sciences,1985,4,"#F88B16"
Applied and Social Sciences,1986,3,"#F88B16"
Applied and Social Sciences,1987,5,"#F88B16"
Applied and Social Sciences,1988,8,"#F88B16"
Applied and Social Sciences,1989,12,"#F88B16"
Applied and Social Sciences,1990,10,"#F88B16"
Applied and Social Sciences,1991,5,"#F88B16"
Applied and Social Sciences,1992,12,"#F88B16"
Applied and Social Sciences,1993,17,"#F88B16"
Applied and Social Sciences,1994,8,"#F88B16"
Applied and Social Sciences,1995,17,"#F88B16"
Applied and Social Sciences,1996,28,"#F88B16"
Applied and Social Sciences,1997,47,"#F88B16"
Applied and Social Sciences,1998,36,"#F88B16"
Applied and Social Sciences,1999,55,"#F88B16"
Applied and Social Sciences,2000,76,"#F88B16"
Applied and Social Sciences,2001,61,"#F88B16"
Applied and Social Sciences,2002,107,"#F88B16"
Applied and Social Sciences,2003,102,"#F88B16"
Applied and Social Sciences,2004,147,"#F88B16"
Applied and Social Sciences,2005,149,"#F88B16"
Applied and Social Sciences,2006,173,"#F88B16"
Applied and Social Sciences,2007,217,"#F88B16"
Applied and Social Sciences,2008,240,"#F88B16"
Applied and Social Sciences,2009,231,"#F88B16"
Applied and Social Sciences,2010,276,"#F88B16"
Applied and Social Sciences,2011,338,"#F88B16"
Applied and Social Sciences,2012,388,"#F88B16"
Applied and Social Sciences,2013,455,"#F88B16"
Applied and Social Sciences,2014,492,"#F88B16"
Applied and Social Sciences,2015,520,"#F88B16"
Applied and Social Sciences,2016,537,"#F88B16"
Applied and Social Sciences,2017,471,"#F88B16"
Biological Sciences,1962,2,"#4D5048"
Biological Sciences,1963,0,"#4D5048"
Biological Sciences,1964,0,"#4D5048"
Biological Sciences,1965,0,"#4D5048"
Biological Sciences,1966,2,"#4D5048"
Biological Sciences,1967,0,"#4D5048"
Biological Sciences,1968,0,"#4D5048"
Biological Sciences,1969,1,"#4D5048"
Biological Sciences,1970,0,"#4D5048"
Biological Sciences,1971,3,"#4D5048"
Biological Sciences,1972,1,"#4D5048"
Biological Sciences,1973,1,"#4D5048"
Biological Sciences,1974,3,"#4D5048"
Biological Sciences,1975,3,"#4D5048"
Biological Sciences,1976,5,"#4D5048"
Biological Sciences,1977,8,"#4D5048"
Biological Sciences,1978,7,"#4D5048"
Biological Sciences,1979,10,"#4D5048"
Biological Sciences,1980,13,"#4D5048"
Biological Sciences,1981,15,"#4D5048"
