great_area,ano,qtde,color
Agrarian Sciences,1973,1,"#F65385"
Agrarian Sciences,1974,0,"#F65385"
Agrarian Sciences,1975,0,"#F65385"
Agrarian Sciences,1976,1,"#F65385"
Agrarian Sciences,1977,3,"#F65385"
Agrarian Sciences,1978,3,"#F65385"
Agrarian Sciences,1979,2,"#F65385"
Agrarian Sciences,1980,5,"#F65385"
Agrarian Sciences,1981,7,"#F65385"
Agrarian Sciences,1982,3,"#F65385"
Agrarian Sciences,1983,4,"#F65385"
Agrarian Sciences,1984,4,"#F65385"
Agrarian Sciences,1985,11,"#F65385"
Agrarian Sciences,1986,5,"#F65385"
Agrarian Sciences,1987,9,"#F65385"
Agrarian Sciences,1988,9,"#F65385"
Agrarian Sciences,1989,9,"#F65385"
Agrarian Sciences,1990,16,"#F65385"
Agrarian Sciences,1991,17,"#F65385"
Agrarian Sciences,1992,21,"#F65385"
Agrarian Sciences,1993,17,"#F65385"
Agrarian Sciences,1994,32,"#F65385"
Agrarian Sciences,1995,23,"#F65385"
Agrarian Sciences,1996,48,"#F65385"
Agrarian Sciences,1997,78,"#F65385"
Agrarian Sciences,1998,98,"#F65385"
Agrarian Sciences,1999,115,"#F65385"
Agrarian Sciences,2000,142,"#F65385"
Agrarian Sciences,2001,167,"#F65385"
Agrarian Sciences,2002,224,"#F65385"
Agrarian Sciences,2003,224,"#F65385"
Agrarian Sciences,2004,300,"#F65385"
Agrarian Sciences,2005,387,"#F65385"
Agrarian Sciences,2006,402,"#F65385"
Agrarian Sciences,2007,441,"#F65385"
Agrarian Sciences,2008,525,"#F65385"
Agrarian Sciences,2009,676,"#F65385"
Agrarian Sciences,2010,671,"#F65385"
Agrarian Sciences,2011,730,"#F65385"
Agrarian Sciences,2012,858,"#F65385"
Agrarian Sciences,2013,1044,"#F65385"
Agrarian Sciences,2014,1058,"#F65385"
Agrarian Sciences,2015,1066,"#F65385"
Agrarian Sciences,2016,950,"#F65385"
Agrarian Sciences,2017,973,"#F65385"
Applied and Social Sciences,1978,1,"#F18818"
Applied and Social Sciences,1979,1,"#F18818"
Applied and Social Sciences,1980,1,"#F18818"
Applied and Social Sciences,1981,0,"#F18818"
Applied and Social Sciences,1982,3,"#F18818"
Applied and Social Sciences,1983,2,"#F18818"
Applied and Social Sciences,1984,5,"#F18818"
Applied and Social Sciences,1985,5,"#F18818"
Applied and Social Sciences,1986,4,"#F18818"
Applied and Social Sciences,1987,4,"#F18818"
Applied and Social Sciences,1988,6,"#F18818"
Applied and Social Sciences,1989,4,"#F18818"
Applied and Social Sciences,1990,10,"#F18818"
Applied and Social Sciences,1991,9,"#F18818"
Applied and Social Sciences,1992,13,"#F18818"
Applied and Social Sciences,1993,12,"#F18818"
Applied and Social Sciences,1994,16,"#F18818"
Applied and Social Sciences,1995,28,"#F18818"
Applied and Social Sciences,1996,32,"#F18818"
Applied and Social Sciences,1997,44,"#F18818"
Applied and Social Sciences,1998,55,"#F18818"
Applied and Social Sciences,1999,72,"#F18818"
Applied and Social Sciences,2000,84,"#F18818"
Applied and Social Sciences,2001,100,"#F18818"
Applied and Social Sciences,2002,116,"#F18818"
Applied and Social Sciences,2003,121,"#F18818"
Applied and Social Sciences,2004,160,"#F18818"
Applied and Social Sciences,2005,189,"#F18818"
Applied and Social Sciences,2006,223,"#F18818"
Applied and Social Sciences,2007,251,"#F18818"
Applied and Social Sciences,2008,340,"#F18818"
Applied and Social Sciences,2009,366,"#F18818"
Applied and Social Sciences,2010,407,"#F18818"
Applied and Social Sciences,2011,505,"#F18818"
Applied and Social Sciences,2012,636,"#F18818"
Applied and Social Sciences,2013,664,"#F18818"
Applied and Social Sciences,2014,739,"#F18818"
Applied and Social Sciences,2015,748,"#F18818"
Applied and Social Sciences,2016,665,"#F18818"
Applied and Social Sciences,2017,580,"#F18818"
Biological Sciences,1976,1,"#4d473F"
Biological Sciences,1977,0,"#4d473F"
Biological Sciences,1978,1,"#4d473F"
Biological Sciences,1979,0,"#4d473F"
Biological Sciences,1980,1,"#4d473F"
Biological Sciences,1981,3,"#4d473F"
Biological Sciences,1982,1,"#4d473F"
Biological Sciences,1983,2,"#4d473F"
Biological Sciences,1984,3,"#4d473F"
Biological Sciences,1985,8,"#4d473F"
Biological Sciences,1986,12,"#4d473F"
Biological Sciences,1987,12,"#4d473F"
Biological Sciences,1988,16,"#4d473F"
Biological Sciences,1989,17,"#4d473F"
Biological Sciences,1990,13,"#4d473F"
Biological Sciences,1991,19,"#4d473F"
Biological Sciences,1992,20,"#4d473F"
Biological Sciences,1993,23,"#4d473F"
Biological Sciences,1994,24,"#4d473F"
Biological Sciences,1995,35,"#4d473F"
Biological Sciences,1996,46,"#4d473F"
Biological Sciences,1997,40,"#4d473F"
Biological Sciences,1998,71,"#4d473F"
Biological Sciences,1999,80,"#4d473F"
Biological Sciences,2000,112,"#4d473F"
Biological Sciences,2001,140,"#4d473F"
Biological Sciences,2002,169,"#4d473F"
Biological Sciences,2003,182,"#4d473F"
Biological Sciences,2004,222,"#4d473F"
Biological Sciences,2005,262,"#4d473F"
Biological Sciences,2006,339,"#4d473F"
Biological Sciences,2007,364,"#4d473F"
Biological Sciences,2008,452,"#4d473F"
Biological Sciences,2009,542,"#4d473F"
Biological Sciences,2010,497,"#4d473F"
Biological Sciences,2011,632,"#4d473F"
Biological Sciences,2012,692,"#4d473F"
Biological Sciences,2013,787,"#4d473F"
Biological Sciences,2014,759,"#4d473F"
Biological Sciences,2015,811,"#4d473F"
Biological Sciences,2016,792,"#4d473F"
Biological Sciences,2017,775,"#4d473F"
Exact and Earth Sciences,1952,1,"#3FC0FD"
Exact and Earth Sciences,1953,0,"#3FC0FD"
Exact and Earth Sciences,1954,2,"#3FC0FD"
Exact and Earth Sciences,1955,0,"#3FC0FD"
Exact and Earth Sciences,1956,0,"#3FC0FD"
Exact and Earth Sciences,1957,0,"#3FC0FD"
Exact and Earth Sciences,1958,0,"#3FC0FD"
Exact and Earth Sciences,1959,0,"#3FC0FD"
Exact and Earth Sciences,1960,0,"#3FC0FD"
Exact and Earth Sciences,1961,0,"#3FC0FD"
Exact and Earth Sciences,1962,0,"#3FC0FD"
Exact and Earth Sciences,1963,1,"#3FC0FD"
Exact and Earth Sciences,1964,3,"#3FC0FD"
Exact and Earth Sciences,1965,1,"#3FC0FD"
Exact and Earth Sciences,1966,2,"#3FC0FD"
Exact and Earth Sciences,1967,0,"#3FC0FD"
Exact and Earth Sciences,1968,1,"#3FC0FD"
Exact and Earth Sciences,1969,0,"#3FC0FD"
Exact and Earth Sciences,1970,2,"#3FC0FD"
Exact and Earth Sciences,1971,3,"#3FC0FD"
Exact and Earth Sciences,1972,0,"#3FC0FD"
Exact and Earth Sciences,1973,3,"#3FC0FD"
Exact and Earth Sciences,1974,5,"#3FC0FD"
Exact and Earth Sciences,1975,5,"#3FC0FD"
Exact and Earth Sciences,1976,5,"#3FC0FD"
Exact and Earth Sciences,1977,5,"#3FC0FD"
Exact and Earth Sciences,1978,8,"#3FC0FD"
Exact and Earth Sciences,1979,6,"#3FC0FD"
Exact and Earth Sciences,1980,10,"#3FC0FD"
Exact and Earth Sciences,1981,12,"#3FC0FD"
Exact and Earth Sciences,1982,22,"#3FC0FD"
Exact and Earth Sciences,1983,16,"#3FC0FD"
Exact and Earth Sciences,1984,18,"#3FC0FD"
Exact and Earth Sciences,1985,24,"#3FC0FD"
Exact and Earth Sciences,1986,34,"#3FC0FD"
Exact and Earth Sciences,1987,44,"#3FC0FD"
Exact and Earth Sciences,1988,62,"#3FC0FD"
Exact and Earth Sciences,1989,63,"#3FC0FD"
Exact and Earth Sciences,1990,59,"#3FC0FD"
Exact and Earth Sciences,1991,78,"#3FC0FD"
Exact and Earth Sciences,1992,109,"#3FC0FD"
Exact and Earth Sciences,1993,103,"#3FC0FD"
Exact and Earth Sciences,1994,163,"#3FC0FD"
Exact and Earth Sciences,1995,188,"#3FC0FD"
Exact and Earth Sciences,1996,304,"#3FC0FD"
Exact and Earth Sciences,1997,325,"#3FC0FD"
Exact and Earth Sciences,1998,400,"#3FC0FD"
Exact and Earth Sciences,1999,484,"#3FC0FD"
Exact and Earth Sciences,2000,585,"#3FC0FD"
Exact and Earth Sciences,2001,731,"#3FC0FD"
Exact and Earth Sciences,2002,894,"#3FC0FD"
Exact and Earth Sciences,2003,937,"#3FC0FD"
Exact and Earth Sciences,2004,1158,"#3FC0FD"
Exact and Earth Sciences,2005,1272,"#3FC0FD"
Exact and Earth Sciences,2006,1402,"#3FC0FD"
Exact and Earth Sciences,2007,1618,"#3FC0FD"
Exact and Earth Sciences,2008,1787,"#3FC0FD"
Exact and Earth Sciences,2009,1873,"#3FC0FD"
Exact and Earth Sciences,2010,1985,"#3FC0FD"
Exact and Earth Sciences,2011,2136,"#3FC0FD"
Exact and Earth Sciences,2012,2767,"#3FC0FD"
Exact and Earth Sciences,2013,2775,"#3FC0FD"
Exact and Earth Sciences,2014,3035,"#3FC0FD"
Exact and Earth Sciences,2015,2904,"#3FC0FD"
Exact and Earth Sciences,2016,3004,"#3FC0FD"
Exact and Earth Sciences,2017,2766,"#3FC0FD"
Health Sciences,1976,1,"#D883FB"
Health Sciences,1977,1,"#D883FB"
Health Sciences,1978,0,"#D883FB"
Health Sciences,1979,0,"#D883FB"
Health Sciences,1980,1,"#D883FB"
Health Sciences,1981,1,"#D883FB"
Health Sciences,1982,1,"#D883FB"
Health Sciences,1983,4,"#D883FB"
Health Sciences,1984,2,"#D883FB"
Health Sciences,1985,3,"#D883FB"
Health Sciences,1986,5,"#D883FB"
Health Sciences,1987,7,"#D883FB"
Health Sciences,1988,6,"#D883FB"
Health Sciences,1989,10,"#D883FB"
Health Sciences,1990,18,"#D883FB"
Health Sciences,1991,16,"#D883FB"
Health Sciences,1992,15,"#D883FB"
Health Sciences,1993,18,"#D883FB"
Health Sciences,1994,22,"#D883FB"
Health Sciences,1995,35,"#D883FB"
Health Sciences,1996,41,"#D883FB"
Health Sciences,1997,39,"#D883FB"
Health Sciences,1998,69,"#D883FB"
Health Sciences,1999,73,"#D883FB"
Health Sciences,2000,98,"#D883FB"
Health Sciences,2001,112,"#D883FB"
Health Sciences,2002,165,"#D883FB"
Health Sciences,2003,171,"#D883FB"
Health Sciences,2004,240,"#D883FB"
Health Sciences,2005,255,"#D883FB"
Health Sciences,2006,350,"#D883FB"
Health Sciences,2007,377,"#D883FB"
Health Sciences,2008,501,"#D883FB"
Health Sciences,2009,568,"#D883FB"
Health Sciences,2010,588,"#D883FB"
Health Sciences,2011,680,"#D883FB"
Health Sciences,2012,739,"#D883FB"
Health Sciences,2013,776,"#D883FB"
Health Sciences,2014,694,"#D883FB"
Health Sciences,2015,740,"#D883FB"
Health Sciences,2016,741,"#D883FB"
Health Sciences,2017,635,"#D883FB"
Humanities,1974,1,"#79C000"
Humanities,1975,1,"#79C000"
Humanities,1976,1,"#79C000"
Humanities,1977,0,"#79C000"
Humanities,1978,0,"#79C000"
Humanities,1979,0,"#79C000"
Humanities,1980,1,"#79C000"
Humanities,1981,0,"#79C000"
Humanities,1982,1,"#79C000"
Humanities,1983,2,"#79C000"
Humanities,1984,4,"#79C000"
Humanities,1985,3,"#79C000"
Humanities,1986,1,"#79C000"
Humanities,1987,5,"#79C000"
Humanities,1988,5,"#79C000"
Humanities,1989,4,"#79C000"
Humanities,1990,5,"#79C000"
Humanities,1991,7,"#79C000"
Humanities,1992,10,"#79C000"
Humanities,1993,6,"#79C000"
Humanities,1994,6,"#79C000"
Humanities,1995,18,"#79C000"
Humanities,1996,19,"#79C000"
