great_area,ano,qtde,color
Ciências Agrárias,1952,0,"#F65582"
Ciências Agrárias,1953,0,"#F65582"
Ciências Agrárias,1954,0,"#F65582"
Ciências Agrárias,1955,0,"#F65582"
Ciências Agrárias,1956,0,"#F65582"
Ciências Agrárias,1957,0,"#F65582"
Ciências Agrárias,1958,0,"#F65582"
Ciências Agrárias,1959,0,"#F65582"
Ciências Agrárias,1960,0,"#F65582"
Ciências Agrárias,1961,0,"#F65582"
Ciências Agrárias,1962,0,"#F65582"
Ciências Agrárias,1963,0,"#F65582"
Ciências Agrárias,1964,0,"#F65582"
Ciências Agrárias,1965,0,"#F65582"
Ciências Agrárias,1966,0,"#F65582"
Ciências Agrárias,1967,0,"#F65582"
Ciências Agrárias,1968,0,"#F65582"
Ciências Agrárias,1969,0,"#F65582"
Ciências Agrárias,1970,0,"#F65582"
Ciências Agrárias,1971,0.05,"#F65582"
Ciências Agrárias,1972,0,"#F65582"
Ciências Agrárias,1973,0.044444444444444446,"#F65582"
Ciências Agrárias,1974,0.06557377049180328,"#F65582"
Ciências Agrárias,1975,0.04285714285714286,"#F65582"
Ciências Agrárias,1976,0.02127659574468085,"#F65582"
Ciências Agrárias,1977,0.013513513513513514,"#F65582"
Ciências Agrárias,1978,0.02666666666666667,"#F65582"
Ciências Agrárias,1979,0.0078125,"#F65582"
Ciências Agrárias,1980,0.018867924528301886,"#F65582"
Ciências Agrárias,1981,0.04152249134948097,"#F65582"
Ciências Agrárias,1982,0.023255813953488372,"#F65582"
Ciências Agrárias,1983,0.0228310502283105,"#F65582"
Ciências Agrárias,1984,0.022222222222222223,"#F65582"
Ciências Agrárias,1985,0.028056112224448898,"#F65582"
Ciências Agrárias,1986,0.03547297297297297,"#F65582"
Ciências Agrárias,1987,0.032467532467532464,"#F65582"
Ciências Agrárias,1988,0.0265210608424337,"#F65582"
Ciências Agrárias,1989,0.04711246200607903,"#F65582"
Ciências Agrárias,1990,0.04469987228607918,"#F65582"
